ticker,R,date,year,kind,base_start,base_len,pos,rsi,wk_since_low,delisted,regime_spy_up,mad_med,pre_vol,contr8,vol_dry8,rsi_slope26,next_break,wk_to_break,ret13,exc13_SPY,mae13,ret26,exc26_SPY,mae26,ret52,exc52_SPY,mae52,trunc52,wk_to_comp,ret_to_comp,comp_before,divup_before,e1_before,id,dup_of
SCLN,2.0,2010-10-15,2010,E1,2009-09-18,57,0.42,52.7,43,True,True,0.1524,0.1269,0.21,0.57,-0.58,UP,25.0,38.7,28.3,0.0,45.1,31.8,0.0,31.4,25.2,0.0,False,6.0,22.5,True,False,False,0c7800a49a,
AIP_old,1.5,2016-03-18,2016,E1,2014-05-30,95,0.32,45.4,8,True,True,0.0358,0.0313,0.23,0.73,-0.78,NONE,,-1.0,-2.6,-3.8,9.3,3.8,-3.8,47.2,28.8,-3.8,False,17.0,14.8,False,False,False,779598d487,
NAVI,2.0,2015-10-30,2015,E1,2014-04-18,81,0.2,38.8,4,False,True,0.1127,,0.25,1.5,-0.97,DOWN,10.0,-26.6,-20.3,-30.9,6.6,6.2,-30.9,2.9,-1.5,-30.9,False,,,True,False,False,348518da2d,
AV_old2,1.5,2015-11-06,2015,E1,2013-09-06,114,0.43,44.7,113,True,True,0.0584,0.0382,0.31,2.03,-0.48,DOWN,14.0,-15.0,-5.0,-15.0,-15.6,-14.7,-18.1,-28.7,-30.1,-35.4,False,,,True,False,False,52bfc8df84,
ALSN,1.5,2025-11-21,2025,E1,2024-07-19,71,0.13,44.3,6,False,True,0.0824,0.0337,0.14,1.0,-0.4,UP,13.0,41.0,36.0,0.0,30.9,17.2,0.0,,,,,8.0,30.7,True,False,False,aecae94d4e,
AUB,1.5,2022-07-29,2022,E1,2020-11-13,90,0.48,47.0,89,False,False,0.0485,0.0829,0.25,1.16,-0.74,NONE,,0.9,6.1,-11.4,12.4,13.1,-11.4,-6.4,-19.1,-30.0,False,23.0,7.5,True,False,False,64ad8e3495,
JBHT,1.5,2025-06-06,2025,E1,2024-04-05,62,0.18,41.3,7,False,True,0.0454,0.0339,0.57,1.27,-0.74,NONE,,2.8,-5.5,-0.5,35.2,20.0,-5.2,105.2,80.7,-5.2,False,22.0,22.6,False,False,False,3810ee9dc6,
XPER,2.0,2024-08-30,2024,E1,2022-10-14,99,0.25,49.7,3,False,True,0.0875,,0.53,1.38,-0.55,NONE,,7.4,0.1,-8.6,-4.1,-10.2,-8.6,-32.0,-47.8,-34.2,False,,,False,False,False,75d4741138,
VOXX,3.0,2021-10-01,2021,E1,2020-10-09,52,0.17,43.4,51,True,True,0.1923,0.1352,0.27,0.51,-0.47,NONE,,-11.8,-21.6,-13.3,-14.1,-19.1,-16.9,-34.0,-17.5,-43.8,False,,,True,False,False,2087caafff,
EXEL,3.0,2010-09-10,2010,E1,2009-01-02,89,0.17,42.1,4,False,True,0.1477,,0.18,0.62,-0.62,UP,14.0,76.1,63.9,0.0,198.1,179.5,0.0,85.9,79.9,0.0,False,13.0,76.1,True,False,False,4a8ee41958,
EFSC,2.0,2020-06-05,2020,E1,2018-10-12,87,0.43,50.7,3,False,True,0.065,0.0226,0.89,0.96,-1.47,NONE,,-8.7,-16.4,-18.9,2.5,-14.3,-22.6,46.9,12.5,-22.6,False,36.0,17.8,False,False,False,ae5422c203,
WNC,1.5,2023-12-01,2023,E1,2022-10-28,58,0.25,50.3,57,False,True,0.0682,0.0586,0.21,0.66,-0.45,UP,17.0,19.9,7.8,0.0,1.2,-14.5,-0.1,-10.5,-43.5,-21.2,False,9.0,24.9,False,False,False,b190a6f5e8,
LTBR,3.0,2022-07-29,2022,E1,2021-10-08,43,0.26,55.0,4,False,False,0.1747,0.1279,0.31,0.48,-0.53,DOWN,8.0,-26.7,-21.5,-38.5,-39.7,-39.1,-45.0,-12.6,-25.3,-52.9,False,,,False,False,False,ea08b9e047,
HLIT,2.0,2020-07-24,2020,E1,2018-06-08,112,0.32,48.2,111,False,True,0.0946,0.0781,0.31,1.09,0.07,NONE,,27.6,19.4,-6.0,46.0,25.7,-6.0,47.8,8.7,-6.0,False,13.0,27.6,True,False,False,8bbb41797f,
PNB,2.0,2013-10-04,2013,E1,2012-11-02,49,0.33,51.1,47,True,True,0.0921,104.1875,0.81,0.74,-0.9,NONE,,1.2,-7.7,-8.1,-1.9,-13.4,-8.2,2.8,-15.8,-8.2,False,,,True,False,False,9c50fa469f,
TORC,3.0,2019-05-03,2019,E1,2018-03-02,62,0.15,46.6,6,True,True,0.1721,,0.47,1.09,-0.37,NONE,,26.5,26.5,-11.6,-3.8,-8.9,-16.3,-81.6,-79.8,-88.1,False,,,False,False,False,0eb3b42f86,
SPSC,1.5,2021-08-27,2021,COMP,2020-11-06,43,1.0,76.7,42,False,True,0.0453,0.0599,2.13,0.85,0.47,UP,1.0,4.6,2.4,0.0,-4.3,-2.2,-13.6,-7.2,1.5,-26.1,False,,,,,False,4dbfd7ce7e,
KRA,2.0,2019-04-12,2019,COMP,2018-10-12,27,0.89,56.2,16,True,True,0.1298,0.0435,0.23,1.47,1.6,NONE,,-15.7,-19.9,-31.5,-39.9,-43.0,-39.9,-69.9,-67.7,-83.1,False,,,,,False,8a2978b9d2,
HES,1.5,2023-08-11,2023,COMP,2022-09-30,46,1.0,65.4,45,True,True,0.0395,0.0672,1.1,1.05,0.33,UP,4.0,-10.0,-9.2,-10.0,-9.4,-22.7,-14.5,-13.8,-35.0,-14.5,False,,,,,False,e3b6a7a0c1,
BGFV,3.0,2010-12-10,2010,COMP,2009-03-27,90,0.74,56.9,86,True,True,0.1062,,0.25,0.43,0.72,NONE,,-15.1,-20.7,-15.1,-45.0,-48.5,-45.0,-31.4,-34.6,-57.6,False,,,,,False,6db34e1b42,
OCUL,2.0,2017-05-19,2017,COMP,2016-11-11,28,0.76,57.1,27,False,True,0.0867,0.171,0.82,0.87,-0.04,DOWN,8.0,-43.4,-45.7,-44.4,-52.1,-61.4,-52.1,-33.2,-49.3,-61.3,False,,,,,False,f41ccd2128,
AUPH,2.0,2025-08-08,2025,COMP,2024-08-16,52,1.0,72.3,51,False,True,0.0591,0.0669,1.13,1.96,0.33,UP,1.0,28.5,22.9,-0.9,27.0,18.0,-0.9,39.4,16.7,-0.9,False,,,,,False,c51ba20bae,
ACHC,1.5,2019-06-07,2019,COMP,2018-11-16,30,0.99,56.2,24,False,True,0.0688,0.0479,0.16,0.83,0.85,UP,2.0,-20.2,-24.3,-22.1,-3.9,-14.4,-22.1,-11.2,-24.5,-62.9,False,,,,,False,d433a06e01,
CLF,3.0,2016-11-25,2016,COMP,2016-06-03,26,1.0,73.8,25,False,True,0.0732,0.1606,1.06,1.0,-0.39,UP,2.0,8.1,0.6,-15.1,-38.0,-48.3,-39.2,-33.3,-53.2,-42.6,False,,,,,False,c3141a93e5,
BFR,2.0,2014-05-02,2014,COMP,2013-09-06,35,1.0,69.8,34,True,True,0.1052,0.0567,0.61,0.91,0.07,UP,5.0,32.9,30.1,-9.7,34.0,25.8,-9.7,99.5,85.3,-9.7,False,,,,,False,b7046577fd,
CARR,1.5,2026-02-27,2026,COMP,2025-08-01,31,0.81,59.9,14,False,True,0.077,0.0473,0.66,1.09,0.83,UP,9.0,-0.5,-11.0,-15.8,-8.1,-20.8,-15.8,,,,,,,,,True,9563538edb,
FLG,1.5,2025-12-19,2025,COMP,2025-01-17,49,1.0,62.1,48,False,True,0.0374,0.099,1.75,0.88,0.12,UP,7.0,-8.2,-3.8,-8.8,9.6,-0.7,-8.8,,,,,,,,,False,be3f23092f,
RVT,1.5,2013-01-18,2013,COMP,2010-08-20,127,1.0,71.2,126,False,True,0.0528,0.0403,0.53,1.13,0.57,UP,1.0,0.7,-4.6,0.0,12.8,-2.4,0.0,26.2,-0.1,0.0,False,,,,,False,078dbe5ab0,
WGO,1.5,2023-02-03,2023,COMP,2022-06-24,33,1.0,62.6,31,False,True,0.054,0.0624,1.31,1.02,0.03,UP,23.0,-13.1,-13.5,-19.9,-0.7,-9.9,-19.9,0.5,-21.2,-19.9,False,,,,,False,baabb56828,
MIDD,1.5,2024-02-23,2024,COMP,2022-03-25,101,0.77,64.4,17,False,True,0.0423,0.0346,0.4,0.63,0.94,NONE,,-18.7,-23.2,-18.7,-7.4,-18.8,-22.3,9.0,-10.7,-22.3,False,,,,,True,d6616b4413,
WU,2.0,2011-02-04,2011,COMP,2009-03-13,100,1.0,79.8,99,False,True,0.0634,,0.48,0.87,0.99,UP,1.0,-0.8,-3.6,-0.8,-14.3,-6.7,-14.3,-4.3,-9.0,-27.1,False,,,,,False,003decac06,
EIGI,2.0,2018-07-06,2018,COMP,2015-12-11,135,0.67,71.9,64,True,True,0.0754,0.0665,0.57,1.4,0.91,DOWN,24.0,-21.5,-26.5,-22.0,-35.1,-27.7,-43.1,-54.7,-65.2,-58.8,False,,,,,True,5ada9f29b0,
LNTH,1.5,2024-05-10,2024,COMP,2023-08-04,41,1.0,63.2,15,False,True,0.0619,0.0673,0.61,0.81,0.38,UP,1.0,28.0,25.4,0.0,15.1,-0.5,0.0,7.5,-2.2,0.0,False,,,,,False,8c81f7d99d,
HY,1.5,2017-10-20,2017,COMP,2017-04-21,27,1.0,66.1,26,False,True,0.0316,0.0587,1.05,0.99,-0.17,UP,2.0,9.4,-0.2,-1.6,-6.3,-11.0,-14.3,-25.6,-35.0,-26.9,False,,,,,False,56b82e367e,
VA,1.5,2015-09-11,2015,COMP,2015-01-16,35,0.68,64.6,10,True,False,0.0891,,0.29,0.85,-0.1,UP,8.0,1.9,-1.2,-5.4,-14.6,-18.8,-19.9,60.9,50.1,-19.9,False,,,,,False,c6628e6f12,
IMMR,1.5,2015-05-08,2015,COMP,2014-10-31,28,1.0,69.4,9,False,True,0.0463,0.0581,1.73,0.92,0.72,UP,2.0,5.2,6.5,-1.6,14.2,14.0,-5.3,-42.6,-41.9,-42.6,False,,,,,False,57bacdcd10,
GIII,1.5,2025-09-26,2025,COMP,2025-02-07,34,0.74,55.3,15,False,True,0.0514,0.0577,0.4,0.99,0.61,UP,10.0,11.6,7.0,-8.4,-2.2,1.4,-8.4,2.5,-15.6,-8.4,False,,,,,True,ac2f5a026b,
FANG,3.0,2021-01-08,2021,COMP,2020-03-27,42,1.0,66.0,41,False,True,0.1484,0.0919,0.3,1.54,0.87,UP,1.0,32.5,24.2,-0.1,59.2,44.3,-0.1,118.6,94.7,-0.1,False,,,,,False,2c9d519faa,
GBT,2.0,2020-01-10,2020,COMP,2019-01-04,54,1.0,74.0,53,True,True,0.0822,0.1011,0.24,2.44,1.12,UP,1.0,-21.7,-7.6,-46.0,-14.7,-13.2,-46.0,-41.5,-60.7,-54.2,False,,,,,False,063463b0bf,
MNDY,2.0,2023-02-17,2023,COMP,2022-04-08,46,1.0,60.7,15,False,True,0.1038,0.1255,0.72,0.94,0.49,UP,1.0,-2.2,-5.4,-24.1,5.2,-2.8,-24.1,47.1,22.6,-24.1,False,,,,,False,028cee9efb,
NWL,1.5,2024-10-25,2024,COMP,2023-09-22,58,0.97,60.8,16,False,True,0.0641,0.0614,0.33,1.44,0.37,UP,2.0,23.0,17.7,0.0,-41.5,-37.2,-45.2,-40.4,-58.8,-45.2,False,,,,,False,bcace833d1,
ACM,1.5,2010-04-23,2010,COMP,2009-03-13,59,0.73,59.1,57,False,True,0.0532,,0.21,0.62,0.72,DOWN,9.0,-19.1,-10.1,-28.1,-15.9,-14.0,-28.1,-12.3,-24.3,-28.1,False,,,,,False,992d627ff2,
LBY,2.0,2012-11-30,2012,COMP,2010-02-12,147,1.0,73.5,146,True,True,0.0919,0.2232,0.53,1.31,0.45,UP,5.0,-24.1,-31.8,-24.2,-13.3,-29.6,-26.0,-5.7,-35.8,-26.0,False,,,,,False,6362ff9de2,
IDTI,1.5,2017-11-03,2017,COMP,2016-11-04,53,1.0,73.4,52,True,True,0.0414,0.0659,0.69,1.04,0.33,UP,1.0,-8.1,-15.2,-8.1,-6.5,-10.4,-9.8,49.7,42.6,-9.8,False,,,,,False,e0ca791442,
KALV,2.0,2025-04-25,2025,COMP,2024-02-16,63,0.73,61.5,15,True,False,0.0716,0.0851,0.3,1.69,0.85,UP,12.0,12.2,-3.8,-12.2,-14.3,-38.0,-14.5,51.1,20.0,-17.0,False,,,,,True,9217caad2e,
