ticker,R,start,end,break_date,year,base_len,dir,confirmed,delisted,break_close,base_hi,base_lo,range_ratio,drift,pos_in_band,rsi_end,vol_contraction,prior_dd,above_ma200,phaseB_weeks,break_bar_pct,mad_med,cv,mid_share,pre_vol,spring,b_idx,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,pos_L8,ma_L8,slope_L8,rsi_L8,hl_L8,wk_since_low_L8,pos_L13,ma_L13,slope_L13,rsi_L13,hl_L13,wk_since_low_L13,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52,gallery_set,asof,close,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,state_now,rsi_h1_now,rsi_h2_now,px_h2_over_h1_now,wk_h1_h2_now,wk_since_h2_now,rsi_slope26,px_slope26,mx_date,e1_date,e1_wk_ago,e2_date,e2_kind,e2_wk_ago,support_failed_wk,macd_pct,macd_hist_pct,macd_bull,eo_pct,eo_rising,macd_cross_wk_ago,date,base_start,pos,rsi,wk_since_low,regime_spy_up,e1_before,wk_since_e1,next_break,wk_to_break,kind,wk_to_comp,ret_to_comp,comp_before,divup_before,macd_pct_cross,became_e1,wk_to_e1,e1_cross_wk_ago,e1_trough_wk_ago,pos_cross,eo_pct_trough,wk_to_e2,wk_to_e2a,wk_to_e2b,ret_to_e2,support_failed,ret26_inv_struct,exit_wk_struct,ret26_inv_stop,exit_wk_stop,blend_h_wk,blend_ret,blend_mae,e1only_ret_h,e1only_mae_h,e2_ret26,e2_mae26,blend_exc,rsi_h1,rsi_h2,px_h2_over_h1,wk_h1_h2,wk_since_h2,wk_to_anti,ret_to_anti,ret_since_e1,e2a_wk,e2b_wk
YELP,3.0,,,,2015.0,93,,,False,,,,2.8,,,,,,,,,0.1535,0.211,0.71,0.0851,False,,0.0108,0.0227,0.07,0.51,1.8,0.04,,,,,,,,,,,,,-19.0,False,-19.9,-19.4,-21.9,-19.0,-52.5,False,-47.9,-44.2,-51.9,-53.0,-58.5,False,-60.9,-61.5,-64.6,-67.0,e1_stranded,,47.14,,,,,,,,,,,,,-0.17,-1.58,,,,,,,14.0,-10.22,,,-27.4,,,2015-04-03,2013-06-28,0.2,37.9,92.0,True,False,0.0,DOWN,14.0,E1,,,True,False,-10.22,,,0.0,4.0,0.2,-31.65,,,,,True,-26.3,14.0,-26.3,14.0,,,,,,,,,,,,,,,,,,
KSPI,1.5,,,,2025.0,53,,,False,,,,1.49,,,,,,,,,0.0978,0.1035,0.528,0.045,False,,0.0215,0.0537,0.22,0.78,2.17,0.04,,,,,,,,,,,,,-23.6,False,-21.4,-21.2,-20.7,-23.9,-12.8,False,-18.9,-29.8,-20.3,-30.3,-32.9,False,-46.0,-94.8,-45.3,-35.1,e1_stranded,,102.27,,,,,,,,,,,,,-0.45,-0.85,,,,,,,,-3.34,,,-11.9,,,2025-02-14,2024-02-16,0.44,54.4,52.0,True,False,0.0,DOWN,7.0,E1,,,True,False,-3.34,,,0.0,3.0,0.44,-18.72,,,,,False,-23.9,7.0,-26.1,14.0,,,,,,,,,,,,,,,,,,
NTR,2.0,,,,2023.0,115,,,False,,,,1.99,,,,,,,,,0.1337,0.1789,0.504,0.0477,False,,0.0239,0.0228,0.18,0.84,2.8,0.0,,,,,,,,,,,,,0.6,False,4.2,6.0,4.1,-2.3,-13.9,False,-20.8,-24.8,-22.4,-13.9,-14.8,False,-41.2,-90.8,-46.2,-17.5,e1_stranded,,53.92,,,,,,,,,,,,,-0.56,-1.69,,,,,,,,-7.51,,,-16.75,,,2023-07-14,2021-05-07,0.12,42.1,6.0,True,False,0.0,DOWN,17.0,E1,,,True,False,-7.51,,,0.0,5.0,0.12,-24.93,,,,,False,-10.9,17.0,-13.9,,,,,,,,,,,,,,,,,,,
SDGR,3.0,,,,2023.0,52,,,False,,,,2.97,,,,,,,,,0.1745,0.2887,0.5,0.0872,False,,0.078,0.0956,0.45,1.07,2.0,0.0,,,,,,,,,,,,,-15.0,False,-26.6,-54.3,-27.2,-17.4,-32.0,False,-48.8,-88.1,-50.5,-32.6,-31.6,False,-65.5,-85.6,-66.8,-45.2,e1_stranded,,31.95,,,,,,,,,,,,,-1.35,-3.13,,,,,,,,-3.93,,,-11.98,,,2023-12-08,2022-12-16,0.39,50.6,48.0,True,False,0.0,NONE,,E1,,,True,False,-3.93,,,0.0,4.0,0.39,-34.38,,,,,False,-32.0,,-25.9,21.0,,,,,,,,,,,,,,,,,,
ACEL,1.5,,,,2022.0,96,,,False,,,,1.47,,,,,,,,,0.0765,0.09,0.635,0.1073,False,,0.0187,0.0247,0.24,0.75,0.71,0.04,,,,,,,,,,,,,-20.7,False,-15.8,-2.9,-12.1,-31.1,-21.0,False,-22.1,-22.4,-15.0,-33.2,0.3,False,-16.1,-36.9,-25.0,-33.2,e1_stranded,,11.34,,,,,,,,,,,,,-0.69,-1.08,,,,,,,,-3.4,,,-8.42,,,2022-07-22,2020-09-25,0.48,47.9,84.0,False,False,0.0,DOWN,8.0,E1,,,True,False,-3.4,,,0.0,5.0,0.48,-17.2,,,,,False,-20.5,8.0,-30.3,9.0,,,,,,,,,,,,,,,,,,
COHR,1.5,,,,2014.0,114,,,False,,,,1.49,,,,,,,,,0.0646,0.0911,0.693,0.0738,False,,0.0238,0.0176,0.37,0.84,0.88,0.02,,,,,,,,,,,,,-8.6,False,-11.6,-13.9,-16.7,-9.6,-5.9,False,-12.4,-17.5,-19.0,-20.3,33.8,False,24.1,15.6,14.1,-20.3,e1_stranded,,14.23,,,,,,,,,,,,,-0.52,-1.01,,,,,,,,-5.03,,,-11.7,,,2014-06-20,2012-04-20,0.12,41.2,4.0,True,False,0.0,DOWN,12.0,E1,,,False,False,-5.03,,,0.0,3.0,0.12,-16.12,,,,,False,-9.6,12.0,-5.9,,,,,,,,,,,,,,,,,,,
WKC,1.5,,,,2022.0,63,,,False,,,,1.43,,,,,,,,,0.0536,0.0894,0.651,0.0817,False,,0.0216,0.0501,0.4,0.91,0.66,0.06,,,,,,,,,,,,,0.5,False,2.9,14.1,7.8,-4.4,-17.4,False,-8.3,-0.9,-3.6,-22.2,5.8,False,14.0,21.2,24.9,-22.2,e1_stranded,,24.03,,,,,,,,,,,,,-0.61,-1.23,,,,,,,14.0,-4.5,,,-10.69,,,2022-01-21,2020-11-13,0.15,43.0,9.0,False,False,0.0,DOWN,14.0,E1,,,True,False,-4.5,,,0.0,5.0,0.15,-19.28,,,,,True,-9.6,14.0,-17.4,,,,,,,,,,,,,,,,,,,
LBTYA,1.5,,,,2022.0,92,,,False,,,,1.43,,,,,,,,,0.0692,0.0903,0.522,0.0592,False,,0.0113,0.0161,0.16,0.85,1.17,0.02,,,,,,,,,,,,,-6.9,False,-0.6,3.1,5.7,-29.2,-3.4,False,0.2,-4.0,5.5,-29.2,-15.9,False,-21.9,-36.4,-27.5,-29.2,e1_stranded,,11.35,,,,,,,,,,,,,-0.16,-0.91,,,,,,,2.0,-5.37,,,-13.18,,,2022-08-12,2020-11-13,0.14,42.0,4.0,False,False,0.0,DOWN,2.0,E1,,,True,False,-5.37,,,0.0,4.0,0.14,-18.14,,,,,True,-8.6,2.0,-25.1,6.0,,,,,,,,,,,,,,,,,,
CNX,1.5,,,,2014.0,63,,,False,,,,1.46,,,,,,,,,0.0524,0.0906,0.651,0.0475,True,,0.0398,0.0552,0.76,1.31,1.1,0.0,,,,,,,,,,,,,-15.0,False,-18.3,-24.1,-18.9,-26.9,-18.8,False,-23.8,-29.1,-25.6,-32.8,-81.2,False,-82.4,-83.1,-88.8,-83.1,e1_stranded,,32.16,,,,,,,,,,,,,-1.26,-1.11,,,,,,,,-2.56,,,-9.2,,,2014-11-14,2013-09-06,0.48,52.1,5.0,True,False,0.0,DOWN,8.0,E1,,,True,False,-2.56,,,0.0,3.0,0.48,-17.26,,,,,False,-22.2,8.0,-26.9,11.0,,,,,,,,,,,,,,,,,,
BTDR,2.0,2026-04-03,,,,26,,,,,17.93,9.13,1.96,-0.17,,,,-0.65,True,,,0.1195,0.1986,0.538,0.1605,False,,0.0896,0.09,0.75,1.07,0.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,13.14,0.46,False,-0.183,52.1,0.0,6.0,,,,,,,-0.36,-0.46,2026-09-25,2026-09-25,0.0,,,,,-1.74,0.0,True,1.0,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROY-WS,1.5,2026-03-20,,,,28,,,,,3.82,2.55,1.5,-0.29,,,,-0.5,True,,,0.0691,0.1109,0.607,0.0885,True,,0.0225,0.086,0.33,1.11,0.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,3.26,0.56,False,-0.077,50.4,0.0,10.0,,38.9,54.9,1.203,7.0,5.0,0.24,-0.49,,2026-09-11,2.0,,,,,-1.39,2.53,True,-1.89,True,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,1.5,2024-08-30,,,,109,,,,,74.69,50.09,1.49,0.2,,,,-0.08,True,,,0.0635,0.0857,0.734,0.0275,False,,0.0169,0.0119,0.27,0.9,2.31,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,59.69,0.39,False,-0.1,47.1,1.0,107.0,,64.4,49.9,0.894,10.0,18.0,-0.35,-0.8,2026-09-11,2026-09-11,2.0,,,,,-2.76,0.6,True,-7.54,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROY,1.5,2026-03-20,,,,28,,,,,3.82,2.55,1.5,-0.29,,,,-0.48,True,,,0.0691,0.1109,0.607,0.0885,False,,0.0225,0.086,0.33,1.11,0.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,3.26,0.56,False,-0.077,50.4,0.0,10.0,,38.9,54.9,1.203,7.0,5.0,0.24,-0.49,,2026-09-11,2.0,,,,,-1.38,2.52,True,-1.89,True,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXE,1.5,2025-11-28,,,,44,,,,,12.78,8.8,1.45,-0.23,,,,-0.1,True,,,0.0963,0.1121,0.477,0.0679,False,,0.0385,0.0612,0.4,0.68,1.42,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,9.8,0.25,False,-0.126,46.7,0.0,10.0,,62.9,53.5,0.856,18.0,5.0,-0.51,-1.02,2026-09-04,2026-09-04,3.0,,,,,-2.04,-0.45,False,-9.01,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKX,2.0,2025-10-17,,,,50,,,,,90.82,49.64,1.83,0.17,,,,-0.44,False,,,0.0883,0.1421,0.36,0.0623,False,,0.0177,0.0796,0.2,1.12,1.42,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,58.07,0.2,False,-0.167,48.3,0.0,13.0,,70.0,78.1,1.318,10.0,20.0,-0.67,-1.08,2026-09-04,2026-09-04,3.0,,,,,-0.85,0.28,True,-2.34,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,2.0,2024-12-20,,,,93,,,,,40.19,20.3,1.98,0.11,,,,-0.07,False,,,0.1237,0.1621,0.559,0.0495,False,,0.0326,0.0422,0.26,0.55,2.5,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,20.4,0.01,False,-0.156,33.3,0.0,1.0,ANTI,41.4,42.3,0.939,8.0,4.0,-0.35,-1.72,2026-09-04,2026-09-04,3.0,,,,2.0,-9.95,-0.58,False,-22.29,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYD,1.5,2026-03-13,,,,29,,,,,74.87,51.0,1.47,-0.18,,,,-0.43,True,,,0.0657,0.1083,0.345,0.0684,True,,0.0165,0.0494,0.25,0.99,0.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,60.5,0.4,True,0.053,53.6,0.0,17.0,,,,,,,0.47,0.42,,2026-09-04,3.0,,,,,0.41,1.31,True,-2.04,True,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRO,3.0,2025-07-18,,,,63,,,,,12.01,4.14,2.9,-0.27,,,,-0.85,False,,,0.1734,0.2773,0.429,0.2027,False,,0.0971,0.1172,0.56,0.38,0.86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,5.67,0.19,False,-0.156,51.4,1.0,8.0,,46.4,56.2,1.258,6.0,17.0,0.07,-0.62,2026-05-29,2026-09-04,3.0,,,,,-3.6,2.87,True,-3.35,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEP,3.0,2025-04-11,,,,77,,,,,22.45,8.13,2.76,0.13,,,,-0.12,True,,,0.1414,0.2207,0.714,0.0417,False,,0.0405,0.0377,0.29,1.29,3.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,11.23,0.22,False,-0.147,39.2,0.0,76.0,ANTI,39.5,42.1,0.961,7.0,7.0,-0.16,-1.43,2026-09-04,2026-09-04,3.0,,,,,-8.7,0.32,True,-24.52,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USAS,3.0,2025-09-26,,,,53,,,,,9.79,3.52,2.78,0.03,,,,0.17,True,,,0.153,0.2507,0.566,0.1082,False,,0.0326,0.0677,0.21,0.99,1.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,5.02,0.24,False,-0.163,48.1,0.0,52.0,,54.1,51.6,0.821,16.0,4.0,-0.11,-1.02,2026-08-28,2026-08-28,4.0,,,,,-2.69,1.0,True,-11.86,True,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUX,2.0,2025-09-19,,,,54,,,,,28.35,14.52,1.95,0.05,,,,0.05,True,,,0.0953,0.1518,0.704,0.07,False,,0.0269,0.054,0.28,0.89,1.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,18.88,0.32,False,-0.129,47.3,0.0,53.0,,60.6,52.8,0.802,18.0,5.0,-0.29,-1.04,2026-08-28,2026-08-28,4.0,,,,,-1.84,0.26,True,-8.24,False,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG,2.0,2023-11-17,,,,150,,,,,595.55,305.28,1.95,0.2,,,,-0.16,False,,,0.1334,0.157,0.613,0.039,False,,0.0287,0.0414,0.22,1.18,3.42,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,401.65,0.33,False,-0.135,47.7,1.0,149.0,,40.8,42.8,0.926,6.0,6.0,0.05,-1.02,2026-08-28,2026-08-28,4.0,,,,,-5.48,1.31,True,-11.88,True,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGI,2.0,2025-08-22,,,,58,,,,,54.02,27.8,1.94,0.07,,,,-0.06,True,,,0.1051,0.1603,0.552,0.0564,False,,0.0279,0.1016,0.27,1.07,1.86,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,35.21,0.28,False,-0.184,48.6,0.0,8.0,,60.0,52.6,0.768,18.0,5.0,-0.3,-1.43,2026-08-28,2026-08-28,4.0,,,,,-2.48,1.37,True,-7.8,False,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKT,1.5,2026-02-27,,,,31,,,,,25.78,17.41,1.48,-0.31,,,,-0.37,True,,,0.0263,0.0715,0.613,0.0703,False,,0.0655,0.0289,2.49,1.28,0.37,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,17.66,0.03,False,-0.032,40.4,0.0,1.0,ANTI,51.6,55.6,1.032,7.0,7.0,-0.14,-0.32,,2026-08-21,5.0,,,,3.0,-3.25,-1.51,False,-12.91,False,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,1.5,2026-02-27,,,,31,,,,,205.37,141.0,1.46,-0.31,,,,-0.42,True,,,0.0688,0.0914,0.645,0.0445,True,,0.015,0.0295,0.22,0.8,1.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,174.74,0.52,True,0.037,52.2,0.0,14.0,,40.9,53.8,0.973,18.0,5.0,0.82,0.08,,2026-08-21,5.0,,,,,-0.86,2.05,True,-0.69,True,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGC,2.0,2025-10-03,,,,52,,,,,42.16,22.01,1.92,0.09,,,,0.07,True,,,0.113,0.1636,0.558,0.076,False,,0.0371,0.0775,0.33,4.68,1.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,27.95,0.29,False,-0.082,48.9,0.0,51.0,,43.8,56.6,1.192,7.0,5.0,-0.08,-0.61,2026-08-21,2026-08-21,5.0,,,,,0.11,0.99,True,-3.04,False,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPOR,1.5,2024-11-08,,,,99,,,,,222.49,152.1,1.46,0.0,,,,-0.07,True,,,0.0645,0.0916,0.606,0.0371,False,,0.0364,0.0447,0.56,0.88,1.74,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e1,2026-09-25,156.16,0.06,False,-0.087,38.9,1.0,11.0,ANTI,57.9,40.7,0.78,14.0,12.0,-0.07,-0.82,2026-08-21,2026-08-21,5.0,,,,,-3.6,0.43,True,-8.06,False,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTA,1.5,2026-03-06,,,,30,,,,,646.34,456.13,1.42,-0.11,,,,-0.34,True,,,0.0506,0.0764,0.667,0.0398,False,,0.0382,0.0733,0.75,0.97,1.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,557.86,0.53,True,0.015,55.2,0.0,14.0,,47.1,57.6,1.012,15.0,7.0,0.56,0.1,,2026-08-28,4.0,2026-09-25,eo_zero,0.0,,0.33,1.71,True,0.7,True,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,1.5,2026-01-30,,,,35,,,,,87.02,61.75,1.41,-0.38,,,,-0.65,False,,,0.0159,0.0791,0.771,0.0497,True,,0.0124,0.0295,0.78,0.9,0.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,77.38,0.62,False,-0.042,52.5,0.0,13.0,,45.6,52.4,0.989,10.0,6.0,0.39,-0.2,2026-07-31,2026-07-31,8.0,2026-09-25,eo_zero,0.0,,-1.16,1.88,True,0.41,True,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUXE,1.5,2026-02-20,,,,32,,,,,10.08,6.98,1.44,-0.16,,,,-0.37,True,,,0.0515,0.0985,0.531,0.0926,False,,0.0297,0.0288,0.58,0.62,0.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,9.66,0.86,True,0.028,61.4,0.0,18.0,COMP,53.1,50.5,0.906,13.0,8.0,0.23,0.08,,2026-08-14,6.0,2026-09-25,bounce,0.0,,1.5,2.26,True,3.11,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIN,1.5,2026-01-23,,,,36,,,,,216.95,146.26,1.48,-0.25,,,,-0.65,True,,,0.0961,0.1068,0.556,0.1016,False,,0.0523,0.0795,0.54,0.83,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,201.05,0.78,False,-0.053,56.0,0.0,8.0,,46.7,41.9,0.802,11.0,12.0,0.39,-0.23,,2026-07-17,10.0,2026-09-18,eo_zero,1.0,2.0,-1.82,3.6,True,5.31,True,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2.0,2026-02-06,,,,34,,,,,235.76,126.46,1.86,-0.39,,,,-0.66,False,,,0.0679,0.139,0.706,0.0388,False,,0.0147,0.0556,0.22,0.89,1.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,186.11,0.55,False,-0.016,52.6,0.0,14.0,,40.4,54.2,1.026,13.0,4.0,0.89,-0.05,2026-07-31,2026-07-31,8.0,2026-09-18,eo_zero,1.0,,-1.9,3.39,True,2.36,True,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPRX,1.5,2026-01-30,,,,35,,,,,8.64,5.81,1.49,-0.23,,,,-0.35,True,,,0.0704,0.1124,0.571,0.0706,False,,0.1134,0.0193,1.61,1.24,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,8.64,1.0,True,0.037,67.1,0.0,9.0,COMP,59.1,47.5,0.848,9.0,12.0,0.42,0.34,2026-08-28,2026-08-28,4.0,2026-09-11,eo_zero,2.0,,3.98,2.93,True,10.31,True,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEP,1.5,2026-02-13,,,,33,,,,,55.0,39.28,1.4,-0.06,,,,-0.47,True,,,0.0616,0.0866,0.667,0.0517,False,,0.0244,0.0724,0.4,0.9,1.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,47.45,0.52,False,-0.036,48.4,0.0,13.0,,,,,,,0.32,-0.19,2026-08-07,2026-08-07,7.0,2026-09-11,eo_zero,2.0,,-1.64,1.6,True,1.55,True,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBTN,3.0,2025-04-11,,,,77,,,,,21.31,8.09,2.63,-0.04,,,,-0.65,False,,,0.1826,0.2483,0.416,0.0864,False,,0.0831,0.1094,0.46,1.1,2.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,11.11,0.23,False,-0.153,52.1,1.0,76.0,DIVUP,49.4,55.7,0.965,17.0,20.0,-0.26,-0.89,2026-04-24,2026-04-24,22.0,2026-09-11,bounce,2.0,,-3.67,1.32,True,-2.37,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MH,1.5,2026-02-06,,,,34,,,,,14.19,9.49,1.5,-0.37,,,,-0.46,,,,0.0746,0.1129,0.382,0.0955,False,,0.011,0.0795,0.15,1.09,0.78,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,13.26,0.8,False,-0.015,54.2,0.0,13.0,,38.1,55.0,1.089,11.0,5.0,0.77,-0.05,2026-08-07,2026-08-07,7.0,2026-09-04,eo_zero,3.0,,0.12,2.75,True,4.73,True,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEM,2.0,2025-08-08,,,,60,,,,,249.98,131.83,1.9,0.27,,,,0.05,True,,,0.1052,0.1463,0.7,0.0513,False,,0.0267,0.1061,0.25,1.33,2.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,197.48,0.56,False,-0.037,55.8,0.0,58.0,,58.8,62.8,0.984,18.0,5.0,0.15,-0.13,2026-08-14,2026-08-14,6.0,2026-09-04,eo_zero,3.0,,2.76,2.25,True,6.69,False,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLNE,1.5,2026-02-20,,,,32,,,,,105.31,77.24,1.36,-0.18,,,,-0.6,False,,,0.086,0.098,0.469,0.0514,False,,0.0358,0.0883,0.42,0.79,1.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,88.34,0.4,True,0.057,43.5,0.0,13.0,,37.0,57.5,1.183,14.0,4.0,0.83,0.27,,2026-08-14,6.0,2026-09-04,eo_zero,3.0,,-2.51,1.76,True,0.71,False,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,1.5,2026-02-06,,,,34,,,,,41.03,28.1,1.46,-0.36,,,,-0.47,False,,,0.0809,0.1002,0.618,0.0468,False,,0.022,0.0831,0.27,0.93,1.73,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,34.08,0.46,True,0.04,48.3,0.0,14.0,,40.2,58.0,1.161,13.0,4.0,0.75,0.2,,2026-07-31,8.0,2026-09-04,eo_zero,3.0,,-0.8,1.91,True,3.22,False,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLYS,1.5,2026-01-09,,,,38,,,,,33.37,23.62,1.41,-0.35,,,,-0.46,True,,,0.0619,0.0889,0.658,0.193,False,,0.0208,0.0314,0.34,0.76,0.32,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,28.31,0.48,False,-0.015,52.3,1.0,15.0,,54.5,50.4,0.901,6.0,11.0,0.11,-0.17,2026-07-10,2026-07-17,10.0,2026-09-04,bounce,3.0,,-0.88,1.19,True,1.24,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NU,1.5,2026-01-30,,,,35,,,,,17.75,11.97,1.48,-0.34,,,,-0.34,True,,,0.0355,0.0972,0.686,0.0561,True,,0.0339,0.0312,0.95,1.15,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,14.06,0.36,True,0.056,49.0,0.0,16.0,,49.7,57.4,0.993,17.0,6.0,0.49,0.16,,2026-07-24,9.0,2026-09-04,eo_zero,3.0,,-0.13,0.76,True,0.65,True,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWAY,1.5,2026-02-13,,,,33,,,,,7.45,5.05,1.48,-0.14,,,,-0.45,False,,,0.0755,0.1001,0.727,0.0331,False,,0.0053,0.0152,0.07,0.75,2.28,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_e2,2026-09-25,6.69,0.68,True,0.033,57.3,0.0,13.0,COMP,,,,,,1.17,0.35,,2026-08-07,7.0,2026-09-04,eo_zero,3.0,,0.47,2.91,True,6.54,True,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
