ticker,bottom_date,breakout_date,weeks_to_breakout,head_start_pct,bottom_fwd26w,breakout_fwd26w
WIX,2023-01-02,2023-11-27,47.0,41.7,2.0,52.4
WLDN,2020-09-14,2020-11-09,8.0,37.5,48.1,1.0
WLFC,2023-09-04,2024-04-29,34.0,34.6,14.8,235.1
WLFC,2025-09-15,2026-02-16,22.0,41.4,17.6,
WLY,2020-11-30,2021-01-04,5.0,31.4,80.3,24.8
WMK,2019-11-18,2020-03-30,19.0,15.5,45.4,11.2
WNC,2021-10-25,2022-01-03,10.0,32.1,-6.9,-30.9
WNC,2022-09-19,2022-10-31,6.0,47.1,56.9,7.4
WRBY,2023-09-25,2024-05-13,33.0,25.6,3.4,29.8
WRBY,2024-04-15,2024-05-13,4.0,37.2,37.3,29.8
WSBC,2023-11-27,2024-07-15,33.0,18.9,0.3,1.1
WT,2020-10-26,2020-11-30,5.0,41.4,89.0,37.9
WTS,2020-06-15,2020-10-05,16.0,33.1,45.1,10.9
WULF,2020-06-08,2020-12-28,29.0,216.0,98.4,135.4
WULF,2024-04-29,2024-06-10,6.0,79.0,183.1,79.6
WULF,2025-07-28,2025-08-11,2.0,88.4,180.9,81.3
WVE,2024-01-15,2024-09-23,36.0,77.1,24.8,4.0
WYNN,2019-06-03,2020-01-13,32.0,39.0,11.6,-45.0
XENE,2022-05-09,2022-08-01,12.0,29.2,15.5,1.9
XIFR,2025-07-28,2026-05-04,40.0,27.1,5.5,
XMTR,2025-05-12,2025-08-11,13.0,39.0,76.7,16.2
XNCR,2024-04-01,2024-11-18,33.0,17.5,-6.8,-69.7
XPEL,2024-12-23,2025-11-24,48.0,17.2,-8.2,-1.6
XPEL,2025-09-01,2025-11-24,12.0,30.3,13.3,-1.6
XPO,2019-04-08,2019-11-04,30.0,34.0,17.2,-19.2
XPO,2019-09-02,2019-11-04,9.0,17.2,-8.9,-19.2
XYZ,2019-09-02,2020-02-17,24.0,34.7,17.9,85.8
XYZ,2024-04-15,2024-11-18,31.0,31.0,6.0,-36.3
YETI,2023-03-06,2023-08-28,25.0,36.7,27.0,-18.9
Z,2024-06-03,2024-09-09,14.0,40.1,92.9,18.1
ZD,2025-12-22,2026-03-02,10.0,18.0,40.6,
ZETA,2025-07-28,2026-01-05,23.0,61.8,23.2,-11.9
ZG,2024-06-03,2024-09-16,15.0,56.5,90.7,7.3
